0,87524,4.422.460.114,253.291.155,0.819738392,90546,0.758650579,1184.04
0,75166,406.690.687,2.430.324.363,0.801805234,78789,0.68412957,1.121.786
0,90856,4.422.670.483,2.663.283.177,0.798353619,93717,0.637612812,1.208.575
0,45928,2.865.405.586,2.087.600.423,0.684989217,47336,0.699599385,844.162
0,79408,3.521.907.699,2.908.275.329,0.56401133,81463,0.792771926,1.073.251
0,49242,318.125.407,20.012.212,0.777351277,51368,0.658456354,881.836
0,42492,3.101.460.715,1.761.314.494,0.823098681,43904,0.665893562,823.796
0,60952,3.324.554.716,235.429.835,0.706057518,62329,0.74359819,933.366
0,42256,3.231.896.072,1.725.759.261,0.845498789,44743,0.698030924,849.728
0,64380,3.669.648.423,2.277.716.147,0.784055626,66125,0.664375716,981.544
0,80437,4.494.545.811,2.323.255.064,0.856042518,84460,0.674235757,1.176.305
0,43725,3.013.222.176,1.869.506.295,0.784258452,45021,0.697068248,818.873
0,43441,2.766.108.288,2.018.131.355,0.683882337,45133,0.690855598,803.748
0,76792,3.388.575.454,2.913.592.017,0.510583813,78842,0.772322237,1042.77
0,74167,3.877.989.307,2.478.581.228,0.769089738,76807,0.680181585,1.084.729
0,33565,2.615.543.311,1.677.084.908,0.767374275,35794,0.68155052,751.413
0,64670,4.030.839.752,2.064.846.437,0.858829168,66419,0.75677257,1.028.445
0,64762,3.542.939.396,2.357.524.629,0.746473726,66713,0.694998015,981.509
0,43295,3.042.844.667,1.828.110.368,0.799406959,44714,0.713838189,814.68
0,70699,4.186.985.723,2.165.960.537,0.855799392,72363,0.728075054,1.061.321
0,69726,3.541.769.124,252.529.208,0.701160962,71849,0.734398534,1.035.501
0,57346,3.304.784.385,2.224.437.485,0.739555027,59365,0.723608833,928.272
0,82028,3.971.149.759,2.683.337.727,0.737169367,84427,0.686375085,1.106.355
0,61251,3.015.077.895,2.736.599.414,0.419753707,64732,0.643595671,971.769
0,96277,4.471.345.225,2.752.161.542,0.788128405,97865,0.704057157,1.181.921
0,75620,3.682.242.844,2.634.592.554,0.698627251,77493,0.726277372,1.059.186
0,73167,340.055.218,2.760.151.772,0.58410581,74545,0.778736856,1.010.474
0,60847,3.369.238.696,2.314.656.959,0.726660229,62492,0.69858783,964.603
0,81021,3.477.500.583,2.976.406.265,0.517134931,82552,0.757559607,1.063.868
0,59902,3.585.919.148,2.229.020.273,0.783331958,63250,0.744124224,982.788
0,88745,429.770.355,2.656.902.361,0.786009488,90715,0.752063524,1.162.877
0,41809,3.075.327.392,175.085.568,0.822113695,43838,0.697444367,828.697
0,75329,3.642.307.798,2.658.668.635,0.683510499,77541,0.723079729,1.075.792
0,61600,3.501.827.545,2.258.427.713,0.764243075,63397,0.746829611,972.472
0,46427,2.538.420.284,2.359.068.241,0.369212459,48275,0.684219059,844.312
0,40861,2.497.402.266,2.135.732.718,0.51832833,43096,0.743089401,784.912
0,55827,305.298.843,2.346.612.245,0.639696077,57724,0.703287982,926.095
0,54182,3.660.666.742,192.013.274,0.851391425,56450,0.611417674,968.729
0,77468,4.059.365.937,2.459.897.977,0.795479241,79220,0.721545397,1.100.676
0,49882,2.872.643.272,2.221.858.727,0.633851884,50880,0.766377827,843.764
0,95245,397.094.114,3.072.739.224,0.633422315,97988,0.75304396,1201.39
0,71464,3.641.030.896,2.537.969.272,0.717025543,73265,0.715484271,1036.94
0,77055,3.752.501.319,2.628.124.219,0.713783938,79255,0.732267077,1.095.283
0,92384,3.684.062.138,3.207.145.792,0.492086934,93772,0.749006827,1.135.662
0,77310,4.365.298.989,2.282.803.725,0.852367489,80138,0.631720869,1.141.189
0,57580,3.302.283.748,2.320.553.872,0.711474579,60232,0.645103465,992.114
0,69708,3.754.472.798,2.391.327.753,0.770923534,71321,0.727177893,1.022.568
0,41502,2.605.126.753,2.058.650.238,0.612809911,43114,0.824319225,790.427
0,45800,3.300.086.832,1.816.658.648,0.834842987,47802,0.732682771,870.387
0,52623,3.119.967.579,2.180.411.235,0.7152614,54175,0.675190536,902.624
0,44939,3.176.167.119,1.833.152.147,0.816632082,46400,0.656177905,845.786
0,114648,5.081.289.326,2.889.539.812,0.822570794,118314,0.681904966,1.340.897
0,65727,4.031.942.717,2.100.732.642,0.853542978,67372,0.616981132,1.030.155
0,45683,3.332.625.321,1.777.720.961,0.845844473,48787,0.634230657,901.102
0,111450,4.783.109.708,298.630.592,0.781149506,113256,0.690092879,1.298.188
0,47581,3.068.118.747,203.097.502,0.749538262,49203,0.667775392,861.58
0,57127,3.116.445.775,2.386.419.206,0.643138024,59943,0.693625546,952.023
0,53006,3.333.813.698,2.068.807.081,0.784164747,55456,0.691695375,936.371
0,69060,3.284.888.612,2.758.888.648,0.542783247,72223,0.727023897,1.039.551
0,25387,225.629.541,144.618.672,0.767577386,26139,0.678144032,619.074
0,66774,3.485.579.747,2.464.762.569,0.707082253,69097,0.692446491,1.003.374
0,47839,3.126.013.291,1.987.512.989,0.771855496,50166,0.702770596,868.06
0,78571,4.438.222.908,2.287.576.146,0.856934002,81718,0.642192762,1157.33
0,64717,3.425.767.105,2.457.320.369,0.696759162,66649,0.66254095,997.989
0,60462,3.733.428.463,2.081.086.262,0.830230914,62213,0.665683112,990.547
0,59370,3.459.492.049,2.219.219.567,0.767133811,61464,0.697485902,981.517
0,54056,3.322.676.409,2.086.190.158,0.778322762,55539,0.674553259,912.153
0,89235,4.435.159.353,2.589.467.393,0.811861615,91201,0.655190643,1.179.694
0,51727,3.211.271.422,2.087.667.575,0.759843328,52913,0.751889645,903.308
0,71595,3.873.096.951,2.367.511.846,0.791421357,74045,0.718536732,1069.77
0,95347,4.515.261.542,2.802.261.534,0.784111496,99256,0.674956111,1.255.245
0,60449,3.838.002.498,2.081.687.832,0.840127895,64346,0.67634488,1.054.198
